,Gender,TypeofDisability,castecategory,Religion,Candidate State,Candidate District,PartnerName,TC State,TC District,TC Constituency,TC Name,SectorName,JobRole,TotalCandidatesinBatch,agegroup,EducationLevel,placed
137277,1,1,1,3,5,42,1861,5,43,212,6043,1,8,1,2,2,
112261,1,1,1,3,4,273,1445,4,273,264,5559,1,1,1,5,3,
33311,2,1,3,3,22,121,45,25,356,335,673,19,104,1,3,5,
91616,1,1,1,1,5,249,98,5,307,289,119,7,52,1,1,3,
129470,2,1,3,3,8,418,40,8,556,143,1887,17,31,1,6,3,
48197,1,1,3,3,3,9,919,3,9,9,2498,4,4,1,3,2,
3520,2,1,3,4,15,110,207,15,101,98,2164,3,45,2,2,4,
105601,1,1,3,3,3,52,289,3,53,53,535,1,24,1,4,2,
144938,1,1,3,1,24,463,38,23,456,105,1104,1,54,1,2,2,
70586,1,1,1,3,5,144,81,5,163,158,1041,3,9,1,2,3,
75500,1,1,1,3,11,244,19,11,246,236,2733,3,9,1,4,5,
78056,1,1,1,3,23,194,36,22,191,185,6715,1,8,2,4,3,
3788,2,1,1,3,5,29,370,5,155,303,722,12,17,1,5,2,
59900,1,1,1,3,13,176,26,13,176,167,235,10,50,1,3,5,
98684,2,1,1,3,5,151,335,5,149,144,3727,4,7,1,2,3,
83536,1,1,4,1,8,418,663,8,556,143,1887,17,31,1,2,3,
124219,1,1,3,1,15,44,216,15,45,44,1756,7,10,8,3,3,
94423,1,1,3,1,3,278,87,3,276,35,658,5,66,1,3,3,
98797,2,1,2,1,8,534,665,8,269,258,4815,5,5,1,4,3,
50774,2,1,1,5,3,133,299,3,90,64,2939,3,9,18,3,3,
89846,2,1,1,3,11,328,54,11,464,515,2915,3,20,1,3,2,
82272,2,1,1,3,22,361,87,25,572,496,2082,14,27,1,4,3,
107189,2,1,1,3,16,355,327,16,354,329,2456,3,9,1,3,3,
105220,1,1,1,3,1,190,136,1,188,182,1022,1,1,1,4,2,
105315,2,1,1,3,21,528,87,21,521,462,1574,4,7,1,2,3,
122783,1,1,4,3,12,267,429,12,171,48,864,8,28,1,3,3,
93394,1,1,3,4,7,13,413,7,13,13,5392,3,45,2,3,5,
105634,2,1,3,3,5,43,530,5,44,43,1169,5,5,1,3,3,
114560,2,1,1,1,22,427,87,25,428,392,2033,14,27,1,1,2,
138682,1,1,1,3,5,294,562,5,279,266,5659,7,47,1,4,6,
73364,1,1,1,3,3,133,1010,3,90,64,5371,11,16,1,3,5,
15641,2,1,1,3,5,358,1263,5,358,363,4877,9,13,1,2,3,
132432,1,1,3,3,5,262,239,5,265,256,394,3,45,1,5,3,
11282,1,1,1,3,18,395,150,18,524,364,1602,1,24,1,5,2,
27022,2,1,1,3,11,93,45,11,498,145,1429,19,46,1,2,3,
104144,2,1,3,1,3,304,25,12,268,48,25,14,122,14,3,3,
102781,1,1,3,3,17,235,21,17,237,227,2296,5,5,1,3,3,
71745,2,1,4,3,5,43,269,5,44,43,971,2,74,1,3,5,
85692,2,1,1,3,18,331,214,18,329,242,1118,14,23,1,3,3,
39792,2,1,1,1,9,24,42,9,42,24,43,8,28,1,2,3,
72009,2,1,1,3,9,38,38,9,140,343,699,20,51,1,3,5,
124924,1,1,3,5,20,61,66,20,61,62,3102,9,35,2,3,3,
26966,2,1,3,3,4,437,377,4,5,322,969,9,36,12,3,3,
27756,2,1,1,3,9,436,208,9,425,391,5752,11,30,1,2,3,
147041,1,1,3,3,3,69,153,3,68,9,4645,1,1,1,3,2,
62370,1,1,3,5,18,129,59,18,125,122,161,1,24,1,5,2,
41108,2,1,4,3,11,108,105,11,105,102,131,20,51,1,3,3,
77854,2,1,3,3,5,352,45,5,349,326,619,11,30,1,4,5,
102587,2,1,3,5,5,165,191,5,163,158,282,3,19,1,4,5,
41237,2,1,1,1,9,392,59,9,388,358,767,17,31,1,3,3,
106126,2,1,1,3,1,190,258,1,188,182,5309,5,22,1,4,2,
133064,1,1,4,7,15,173,708,15,170,429,1752,3,45,1,5,3,
64567,1,1,3,3,3,78,840,3,76,6,2185,16,97,1,4,2,
127582,1,1,4,1,22,153,608,25,151,243,4979,8,12,1,2,3,
90415,2,1,3,1,15,263,67,15,260,251,141,5,22,1,2,2,
56757,2,1,3,3,13,123,59,13,119,116,1392,4,4,1,4,5,
143810,2,1,1,1,6,520,162,6,504,199,6937,2,15,1,2,3,
149252,2,1,1,3,14,487,54,14,478,187,1230,3,9,1,2,3,
54145,2,1,3,1,5,11,11,5,11,11,11,9,13,1,2,3,
132958,1,1,3,3,5,259,736,5,179,171,2698,11,30,1,3,5,
30460,1,1,1,1,13,134,45,13,131,220,334,17,72,1,2,5,
47458,2,1,3,3,11,141,59,11,138,134,179,3,9,1,4,5,
134414,2,1,3,1,11,490,30,11,482,431,1257,3,19,1,2,2,
21319,2,1,3,3,12,462,67,12,174,201,2437,3,9,6,3,3,
110312,1,1,3,4,13,122,1548,13,118,295,4817,7,47,1,3,3,
57119,2,1,3,1,9,28,61,9,28,28,811,19,46,1,2,3,
117086,2,1,3,3,17,54,518,17,230,65,1128,3,9,1,2,3,
44041,1,1,3,5,13,76,59,13,74,180,904,17,31,1,3,3,
90443,1,1,2,3,8,407,773,8,91,89,1959,3,9,1,3,3,
81470,1,1,3,1,19,211,574,19,207,61,1295,5,5,1,3,3,
57521,2,1,1,3,8,15,38,8,15,15,941,5,80,1,2,2,
70938,2,1,3,1,24,309,87,23,311,294,501,3,38,1,2,2,
74203,2,1,3,4,3,158,106,3,280,41,3500,24,67,4,2,2,
61427,1,1,4,3,4,367,336,4,365,176,642,7,10,1,4,5,
110449,2,1,3,5,20,283,59,20,282,110,2026,3,9,1,2,3,
16268,2,1,1,3,11,244,703,11,246,236,1732,3,44,6,3,2,
67549,2,1,3,3,13,50,59,13,131,126,534,11,30,1,3,3,
37344,2,1,3,3,18,55,59,18,55,56,63,11,30,1,3,5,
21047,1,1,1,1,11,86,118,11,84,117,152,3,9,1,3,2,
71169,1,1,3,1,34,535,836,34,527,467,4680,1,1,1,3,3,
17755,2,1,3,5,20,116,200,20,113,110,1432,4,4,1,4,2,
53690,2,1,3,1,9,77,114,9,75,331,636,3,45,1,2,3,
135098,1,1,1,3,5,66,1756,5,65,67,5667,1,1,1,3,3,
67056,2,1,1,5,22,121,45,25,356,335,673,6,55,1,6,5,
113978,1,1,3,3,7,240,30,7,242,232,356,1,8,1,3,3,
87511,1,1,3,1,5,171,99,5,39,39,599,16,97,1,2,2,
10251,2,1,3,4,8,245,858,8,16,16,3265,25,73,1,5,5,
83128,1,1,3,3,23,368,192,22,391,339,7153,4,7,1,4,2,
37864,1,1,4,3,8,91,234,8,89,88,797,5,42,1,3,5,
85982,2,1,4,1,11,141,1583,11,138,134,4950,12,17,16,3,2,
1682,2,1,1,3,5,483,11,5,226,217,329,12,17,1,2,2,
148404,2,1,3,4,3,278,252,3,276,35,888,3,20,1,4,2,
86038,2,1,3,3,7,13,611,7,13,13,1410,25,73,1,3,5,
21537,2,1,1,3,3,133,1010,3,90,64,5371,4,4,1,3,3,
51808,1,1,1,3,1,280,311,1,341,317,596,5,5,1,4,5,
85243,1,1,1,3,18,551,321,18,543,475,616,1,1,1,5,2,
112276,2,1,3,7,15,207,61,15,192,186,265,30,133,1,3,3,
14132,1,1,3,7,15,254,159,15,257,248,789,1,1,1,2,2,
32649,1,1,3,4,3,78,133,3,76,6,4159,7,62,1,2,2,
71956,1,1,1,1,14,51,698,14,52,52,2729,1,8,1,5,2,
75138,1,1,2,3,8,534,49,8,526,466,1912,17,31,1,3,3,
148574,2,1,1,3,23,204,602,22,201,511,3792,3,9,12,4,3,
83465,1,1,1,3,8,206,352,8,203,196,7348,1,1,1,6,3,
36758,2,1,3,1,6,260,295,6,263,254,2493,15,32,5,4,2,
146047,1,1,2,1,17,54,609,11,446,92,2717,17,75,1,5,3,
100621,2,1,3,5,5,31,284,5,31,31,7596,9,35,2,3,3,
149725,1,1,1,1,9,38,38,9,140,343,699,1,54,1,2,3,
102688,2,1,4,7,15,173,87,15,170,98,225,3,20,1,2,2,
12094,2,1,1,3,3,278,43,3,280,41,432,26,78,1,7,2,
110069,2,1,3,3,3,442,1212,3,3,3,4888,4,7,1,3,3,
62578,1,1,4,3,8,326,193,8,202,33,286,1,1,1,2,2,
8077,1,1,3,3,24,323,19,23,324,370,840,1,24,1,3,5,
130169,1,1,2,1,10,506,1603,10,492,444,5036,15,32,1,4,3,
10144,2,1,2,3,1,114,45,1,111,108,366,3,9,2,4,3,
42262,1,1,3,1,20,202,45,20,238,107,347,9,35,16,2,3,
65765,1,1,3,1,8,188,38,8,186,36,938,3,38,1,2,3,
149443,1,1,1,3,8,300,265,8,301,89,817,7,52,1,4,2,
94494,1,1,4,3,3,9,436,3,6,6,883,1,1,1,3,2,
107431,2,1,3,7,15,223,432,15,221,214,3468,5,5,1,2,2,
76940,1,1,3,5,22,238,84,25,241,229,5803,3,45,1,3,3,
69873,2,1,1,3,6,140,137,6,137,133,178,12,17,1,2,2,
149568,2,1,3,3,8,214,67,5,39,162,223,5,5,1,3,2,
7927,2,1,3,3,8,276,90,8,269,258,481,10,50,1,2,2,
45771,1,1,3,7,15,254,232,15,257,248,382,19,104,1,2,3,
8461,1,1,3,3,22,174,744,25,248,238,1873,30,133,6,6,2,
79964,1,1,3,5,15,44,232,15,45,44,523,6,6,1,3,3,
80978,1,1,1,3,5,109,296,5,107,104,1964,1,1,1,2,3,
148264,2,1,1,3,8,326,115,8,202,33,554,15,152,1,2,3,
45974,2,1,2,4,2,660,473,2,369,336,4030,12,17,1,2,2,
70885,2,2,1,3,5,259,293,5,179,171,551,13,85,1,5,2,
57908,1,1,3,3,5,56,147,5,103,191,4991,5,5,2,3,3,
67209,2,1,3,1,8,149,197,8,147,142,5621,6,6,20,3,3,
145654,1,1,3,1,23,368,84,22,391,360,2403,17,31,1,2,3,
137474,1,1,1,3,11,244,59,11,246,408,1431,17,31,1,3,3,
144218,1,1,3,1,4,404,346,4,401,369,2310,9,36,1,2,3,
50490,1,1,3,3,24,319,1761,23,320,302,5685,1,8,1,4,2,
40542,1,1,3,1,17,303,135,17,305,288,1724,6,55,2,5,5,
131713,2,1,3,4,13,26,87,13,26,481,1821,12,17,5,3,3,
40211,2,1,1,3,4,576,377,4,183,404,1027,3,20,1,5,5,
128195,2,1,1,3,6,140,561,6,137,133,3084,3,9,2,2,3,
38526,2,1,3,4,11,244,59,11,138,134,179,9,35,1,2,3,
2042,1,1,3,8,6,10,10,6,10,10,10,3,9,1,3,4,
109258,2,1,3,3,6,83,1049,6,81,78,3004,10,14,1,3,3,
44902,2,1,4,1,6,25,87,6,25,50,491,4,7,1,3,2,
21979,2,1,3,1,5,271,61,5,219,43,702,9,13,1,1,3,
90769,1,1,3,3,7,597,30,7,590,232,2393,1,8,1,3,3,
107495,2,1,1,3,6,8,13,6,8,8,7329,3,45,9,3,5,
42346,2,1,1,5,6,330,99,6,189,183,260,19,40,1,3,2,
129610,2,1,3,3,3,52,157,3,53,53,4574,3,20,1,2,2,
92140,1,1,3,4,8,205,404,8,502,33,1527,7,47,1,3,3,
14154,2,1,4,3,6,191,45,6,17,17,1036,9,35,12,3,3,
140585,2,1,3,3,12,267,1340,12,268,48,4120,6,6,8,4,2,
115668,2,1,3,3,3,6,45,3,6,6,4180,9,35,3,3,3,
122469,1,1,1,3,6,104,75,6,382,25,4321,9,43,1,2,2,
60562,2,1,1,1,21,85,87,21,83,83,99,24,67,2,3,2,
41181,1,1,1,3,5,259,59,5,179,171,708,1,24,1,3,3,
134499,2,1,2,1,1,114,45,1,198,72,3412,28,63,2,4,2,
57300,2,1,3,3,9,250,19,9,252,241,2176,19,46,1,2,2,
62703,1,1,3,1,11,611,1058,11,609,509,3229,10,25,1,3,3,
101860,2,1,1,3,6,12,33,6,12,12,5344,4,7,6,2,2,
99509,2,1,1,3,5,142,45,5,139,135,181,19,40,1,5,3,
97193,1,1,3,3,12,97,67,12,23,23,72,1,1,1,4,2,
56968,2,1,1,3,6,8,33,6,8,8,2043,9,36,1,2,3,
15341,2,1,1,3,22,153,45,25,151,243,1333,4,7,1,3,5,
106621,1,1,4,7,6,131,392,6,128,50,806,3,9,1,3,5,
126922,2,1,3,3,11,21,64,11,21,21,1224,6,6,1,2,3,
61840,2,1,4,7,15,344,61,15,223,216,600,19,40,2,3,3,
91019,2,1,1,1,11,341,135,11,339,315,593,28,63,1,2,2,
112936,2,1,3,1,5,346,11,5,344,321,1185,4,4,1,2,3,
22315,2,1,3,1,5,353,11,5,351,327,622,3,3,1,4,5,
74361,2,1,3,3,9,24,45,8,203,196,993,19,40,1,4,3,
143860,1,1,4,3,5,42,61,5,43,42,125,4,7,1,4,3,
124929,2,1,1,3,8,418,87,8,556,143,2430,3,38,2,3,3,
77964,1,1,1,4,9,415,59,9,411,380,2286,9,21,1,2,3,
13952,1,1,3,3,12,48,67,12,49,90,109,3,9,1,3,3,
39360,1,1,3,3,13,50,59,13,131,126,534,17,31,1,3,5,
146056,2,1,3,5,5,126,122,5,122,191,3072,3,9,1,3,3,
48074,2,1,1,3,11,256,64,11,259,250,1788,19,115,1,3,3,
60807,2,1,3,3,12,172,562,12,174,201,5653,6,6,1,4,2,
17489,2,1,3,1,15,107,432,15,104,101,4049,5,22,1,4,3,
129695,1,1,1,3,8,149,1946,8,202,33,6319,9,36,1,5,2,
7034,2,1,1,3,8,318,37,8,319,301,3335,9,43,1,3,2,
148941,2,1,4,3,5,39,11,5,321,303,1244,24,67,1,4,3,
58238,1,1,1,3,8,339,335,8,337,222,3301,3,20,1,2,2,
73604,2,1,3,5,9,544,19,9,19,19,7352,3,9,1,3,3,
69815,2,1,3,3,18,551,692,18,125,118,1706,9,43,6,3,5,
32534,1,1,3,5,12,265,1185,12,169,163,3536,1,1,1,3,2,
21130,2,1,4,3,9,386,383,9,38,38,2509,3,9,1,3,5,
70686,2,1,1,3,9,24,38,9,42,24,574,3,3,1,3,3,
66720,1,1,3,4,13,123,945,13,119,116,2583,17,31,1,3,2,
134810,1,1,4,3,3,9,812,3,9,9,4720,1,1,1,4,2,
78004,1,1,4,3,8,94,87,8,162,157,214,1,59,1,4,3,
10852,2,1,1,1,11,95,518,11,92,92,3637,24,67,1,3,3,
91893,1,1,3,3,5,29,11,5,29,29,245,2,15,1,3,3,
18704,2,1,1,3,11,328,54,11,464,417,4284,2,15,1,2,2,
110399,2,1,3,3,6,25,430,6,25,50,3983,3,9,1,3,2,
13484,1,1,3,3,12,265,77,12,381,163,4610,1,1,1,3,2,
29895,1,1,3,4,24,148,19,23,146,306,1595,3,9,1,3,3,
119135,2,1,3,3,19,98,168,19,175,61,234,26,119,1,2,3,
14784,2,1,4,3,11,242,54,11,464,482,2811,10,56,1,3,2,
139904,2,1,3,3,8,407,439,8,91,157,921,9,13,6,4,2,
119851,1,5,3,1,6,179,1667,6,178,170,5267,13,6,11,7,2,
10950,1,1,3,3,4,489,498,4,480,430,1246,1,1,1,4,5,
28577,2,1,3,3,17,166,443,17,66,68,906,9,43,1,2,3,
66148,2,1,3,3,9,177,169,9,177,168,236,21,53,1,3,2,
119667,1,1,1,1,13,50,87,13,51,365,3097,17,31,1,5,3,
131485,2,1,3,5,5,29,28,5,29,29,657,4,4,1,4,3,
143737,1,1,3,3,3,69,753,3,68,4,1904,4,4,1,4,2,
111108,2,1,4,6,9,415,1249,9,411,380,3777,10,65,1,5,4,
58552,2,7,3,1,5,201,1762,5,197,190,5688,13,8,1,5,2,
127981,2,1,3,3,15,110,101,15,100,98,452,10,18,3,3,2,
126963,1,1,4,1,6,10,30,6,10,10,2061,7,62,1,3,2,
2521,1,1,4,1,1,65,72,1,64,66,1725,7,47,1,2,3,
43230,1,1,2,3,18,288,142,18,426,263,968,1,1,6,3,2,
106854,2,1,1,1,5,201,61,5,197,190,273,5,22,1,1,2,
27691,2,1,1,3,5,483,11,5,226,217,329,12,17,1,3,3,
137479,2,1,2,1,17,64,396,17,63,65,779,18,88,1,2,2,
49377,1,1,3,3,14,200,725,14,196,189,1824,16,29,1,7,2,
32520,2,1,3,1,9,86,61,9,84,117,166,3,3,1,2,3,
127581,2,1,1,3,8,407,87,8,162,157,214,3,20,6,2,2,
93700,2,1,3,1,5,281,64,5,278,265,430,9,36,1,2,3,
64513,1,1,4,3,22,138,136,25,135,130,4070,2,2,1,2,3,
139696,2,1,1,5,5,57,61,5,56,57,65,5,22,1,2,2,
42489,2,1,3,4,3,411,87,3,407,54,923,17,31,1,3,3,
90094,1,1,1,3,5,495,293,5,255,247,1726,11,30,1,3,2,
122482,2,1,3,3,5,151,82,5,149,144,7311,3,45,10,3,3,
88579,2,1,3,3,5,226,59,5,227,218,330,11,30,1,3,5,
114778,2,1,1,5,1,450,14,1,535,406,2406,3,9,3,3,3,
48925,1,1,1,1,23,403,84,22,400,368,831,6,41,1,2,3,
53124,2,1,3,5,20,61,156,20,61,62,1974,3,9,1,4,5,
79506,1,1,1,1,8,315,197,8,209,157,300,3,9,1,6,3,
108596,2,1,1,4,1,182,14,1,484,73,1353,6,6,7,4,3,
84097,1,1,4,1,8,150,915,8,148,143,2476,14,27,1,3,5,
8627,2,1,2,5,20,376,460,20,238,107,2921,28,148,1,3,5,
50627,2,1,1,1,5,168,45,5,166,160,1613,1,24,1,2,2,
30979,1,1,4,7,15,254,219,15,257,248,6191,3,9,4,4,3,
15337,2,1,3,1,5,151,268,5,149,144,466,3,3,1,2,3,
86880,1,1,1,3,8,87,34,8,85,74,101,1,24,1,4,2,
84787,1,1,3,4,4,420,5,4,413,382,5,7,47,1,2,2,
46134,2,1,1,1,17,137,135,17,540,129,2721,9,36,1,2,2,
71767,2,1,3,5,1,65,255,1,14,123,1203,4,7,1,3,2,
37298,2,1,3,1,5,496,574,5,488,366,1295,5,5,1,4,2,
50345,1,1,3,3,4,420,5,4,413,382,5,7,47,1,7,3,
44699,1,1,1,1,5,126,186,5,122,119,276,6,6,1,1,3,
100073,2,1,1,3,11,341,135,11,339,315,593,3,9,1,2,3,
82269,2,1,4,3,11,86,19,11,84,117,415,6,6,1,2,2,
79664,1,1,4,1,1,239,54,1,622,231,2953,6,55,1,2,2,
120905,2,1,1,1,21,384,87,21,378,352,740,3,19,1,2,2,
112584,1,1,1,1,5,358,1240,5,358,363,3741,1,1,1,2,3,
82780,2,1,1,1,14,272,918,14,652,400,2491,12,17,1,3,2,
129895,1,1,1,3,5,406,470,5,435,399,988,1,8,1,4,2,
49592,2,1,4,1,5,180,45,5,402,371,955,3,38,1,2,3,
47038,2,1,1,2,4,132,377,4,129,125,2179,3,44,1,4,3,
21546,2,1,3,3,5,142,227,5,139,135,371,4,7,1,3,2,
26845,2,1,1,3,8,410,11,8,406,374,856,9,13,1,4,3,
75440,1,1,3,3,12,265,283,12,169,163,533,3,9,1,4,2,
113159,1,1,1,1,14,400,849,14,399,270,2207,1,24,1,2,3,
10511,2,1,1,5,11,448,45,11,442,452,1476,19,46,2,2,2,
18498,2,1,3,4,21,517,90,21,501,450,3080,6,6,1,4,3,
139112,1,1,1,1,24,222,87,23,220,213,319,9,43,1,3,3,
104213,2,1,4,3,25,117,59,24,114,111,2253,3,9,1,4,3,
91729,1,1,3,4,9,77,242,9,75,154,3304,3,9,14,2,5,
121158,2,1,3,3,12,161,1812,12,174,201,5881,4,4,1,2,2,
104068,1,1,2,3,1,322,151,1,323,305,536,7,11,1,4,2,
73036,2,1,3,7,15,344,156,15,223,216,2203,11,16,20,4,5,
138163,1,1,4,3,3,278,252,3,276,35,888,10,143,1,4,2,
66085,1,1,3,3,8,276,90,8,269,258,1883,7,10,1,6,3,
67626,2,1,4,3,1,428,45,1,430,394,1760,18,37,1,2,3,
19834,2,1,3,1,5,118,45,5,115,240,893,12,17,1,2,3,
146785,1,1,1,3,6,191,343,6,565,207,4650,10,14,1,2,3,
129377,1,1,1,5,6,8,291,6,8,8,539,5,5,1,2,3,
61939,2,1,4,3,13,26,87,13,26,481,1821,14,27,1,2,3,
130501,1,1,3,3,5,294,1434,5,279,266,4458,21,95,1,6,3,
27280,1,1,3,3,5,7,142,5,7,7,507,5,66,1,4,5,
116638,1,1,1,3,5,193,564,5,367,342,6972,3,45,1,5,3,
123697,1,1,3,3,12,23,67,12,23,23,114,5,5,1,5,2,
46532,1,1,3,7,15,45,436,15,46,45,6151,1,1,1,6,2,
34135,2,1,4,3,20,236,458,20,599,107,3573,4,4,1,3,2,
12784,2,1,3,3,5,151,132,5,149,144,171,5,5,1,3,2,
25980,1,1,4,3,24,444,234,23,438,402,5867,3,9,7,4,5,
46449,1,1,4,3,22,153,357,1,14,14,686,9,35,1,5,3,
83618,1,1,1,3,8,149,310,8,147,179,594,7,10,1,4,3,
10895,1,1,3,3,9,86,826,9,84,117,2147,11,144,8,4,5,
32167,1,1,3,3,20,266,375,20,238,107,4282,1,1,1,3,2,
85559,1,1,3,3,20,379,544,20,475,107,1208,7,10,2,4,3,
54479,2,1,3,3,6,140,906,3,90,64,2448,6,6,2,4,2,
64774,2,1,3,3,13,176,1045,13,118,197,2992,11,16,17,6,5,
51818,1,1,4,4,9,77,36,9,75,211,3210,17,96,5,3,3,
7838,1,1,4,3,8,433,262,8,16,16,3543,12,17,1,3,2,
48628,2,1,1,3,11,244,81,5,343,320,912,3,9,5,3,5,
39928,2,1,1,3,5,157,45,5,155,319,598,2,2,1,3,3,
128113,1,1,1,1,5,475,30,5,467,419,1158,17,96,1,2,3,
125720,2,1,4,1,6,332,61,6,330,310,3936,3,20,1,2,3,
20906,1,1,3,5,5,66,33,5,65,67,2772,1,24,1,3,2,
80576,2,1,3,1,9,19,90,9,304,381,886,4,70,1,3,3,
112655,2,1,3,1,11,103,45,11,99,97,122,9,35,1,2,3,
37385,1,1,3,5,6,17,125,6,17,17,3253,7,11,1,5,2,
100009,1,1,3,1,21,146,662,21,144,124,1606,31,135,1,3,3,
72011,2,1,4,3,3,278,168,19,175,61,234,3,20,1,4,2,
141250,1,1,1,3,5,496,2347,5,488,366,7629,9,35,1,4,5,
105578,2,1,1,5,11,108,59,11,105,102,925,4,4,1,2,2,
53278,2,1,1,5,9,386,224,9,38,38,6757,14,23,1,6,2,
81390,1,1,1,3,6,8,430,6,8,8,5226,4,7,1,2,3,
30038,1,1,1,4,6,83,8,6,12,12,4740,4,7,1,3,3,
130671,1,1,3,3,13,50,59,13,51,194,843,17,31,1,3,2,
63176,1,1,4,3,1,190,45,1,188,182,1341,9,35,1,2,4,
134299,1,1,3,5,18,338,202,18,213,206,310,17,31,1,3,3,
145724,1,1,4,4,3,6,436,3,6,6,4249,1,1,1,3,2,
54307,1,1,3,3,21,384,755,21,378,352,1914,11,30,1,3,5,
91164,1,1,4,3,4,231,217,4,234,224,341,3,9,1,4,3,
149641,1,1,3,3,24,393,19,23,389,285,774,1,59,1,6,2,
141246,2,1,1,3,5,43,61,5,44,43,125,4,7,1,4,3,
13106,2,1,4,3,19,390,1147,19,385,356,3396,23,63,1,7,2,
101538,2,1,3,3,11,93,45,11,498,449,1413,12,17,8,2,3,
146733,1,1,1,1,21,458,268,21,452,411,466,8,28,1,1,3,
142444,2,1,3,3,11,448,45,11,442,452,1476,19,40,14,3,3,
3227,2,1,1,3,8,270,795,8,231,222,2025,15,152,1,4,2,
109441,2,1,1,3,5,66,73,5,65,67,606,3,9,1,3,2,
23134,1,1,3,3,12,161,562,12,174,201,5653,6,6,1,7,2,
108306,2,1,1,3,6,131,87,6,128,50,1215,12,17,1,2,4,
146769,2,1,3,3,9,277,383,9,429,393,980,3,20,20,3,5,
47745,2,1,3,3,20,266,596,20,238,107,1371,4,4,1,2,2,
15395,1,1,3,1,18,338,59,18,336,206,1368,1,24,1,4,3,
87759,1,1,3,1,3,357,87,3,357,35,1378,5,48,1,2,2,
66141,2,1,4,3,13,176,26,13,176,167,235,10,65,1,3,5,
74046,1,1,1,3,3,62,132,3,398,230,171,7,10,1,4,2,
100382,2,1,4,3,13,579,59,13,570,495,2154,3,38,1,2,3,
6708,1,1,1,1,22,119,54,25,116,259,2072,3,38,1,2,3,
20716,1,1,3,3,8,91,472,8,89,88,3333,3,9,1,3,3,
110706,1,1,1,3,5,115,562,5,112,442,7253,7,47,1,3,3,
82803,1,1,1,1,6,104,957,6,382,25,5937,15,26,1,5,3,
73793,1,1,3,4,12,172,219,12,169,163,4272,3,9,2,2,3,
119338,2,1,1,1,14,479,54,14,471,424,2461,6,55,1,4,3,
81787,2,1,4,3,13,553,84,13,545,477,1798,4,4,1,3,5,
73299,1,1,4,7,15,344,117,15,223,216,5452,3,45,9,3,3,
10020,2,1,3,3,6,25,1276,6,25,50,3893,5,42,1,4,3,
114497,2,1,3,1,8,245,37,8,247,237,631,5,22,1,2,2,
47694,2,1,1,3,21,517,87,21,501,450,1441,5,66,1,3,3,
117344,2,1,4,3,5,352,45,5,349,326,619,19,40,1,3,3,
3481,2,1,3,3,9,250,19,9,252,499,2148,3,9,1,3,3,
98838,1,1,3,1,5,406,134,5,435,399,1692,5,5,1,3,5,
66151,1,1,1,1,16,219,135,16,487,210,1274,17,75,1,3,3,
68082,1,1,1,3,5,346,11,5,344,321,1185,11,144,1,4,5,
127433,2,1,3,3,9,86,61,9,84,117,166,3,38,1,2,2,
40859,1,1,3,1,15,44,216,15,45,44,1756,9,35,8,6,3,
7675,2,1,1,1,5,353,355,5,351,327,3508,3,19,1,2,2,
147155,2,1,3,3,4,404,792,4,401,369,2020,14,27,1,2,2,
44045,2,1,3,1,5,144,142,5,142,138,582,15,82,1,2,3,
14469,2,1,3,5,20,283,383,20,113,110,1461,17,31,19,2,2,
56755,1,1,1,3,23,194,183,22,191,185,264,1,1,1,6,3,
41185,2,1,1,1,5,333,45,5,332,312,575,3,38,1,3,3,
46437,1,1,3,1,13,421,59,13,414,383,902,1,24,1,5,2,
147088,1,1,3,3,18,551,321,18,543,475,616,1,1,12,3,5,
135222,2,1,4,3,6,25,277,6,25,25,489,15,82,1,3,3,
66772,2,1,1,3,6,140,1701,6,137,246,5425,3,45,1,2,3,
4366,2,1,3,5,11,399,59,11,560,102,1923,3,9,1,2,5,
145756,2,1,1,3,5,337,382,5,97,95,4602,3,9,1,3,3,
139886,2,1,1,3,22,153,259,25,151,243,1771,5,42,12,4,3,
43626,1,1,3,3,15,195,619,15,192,186,3316,27,126,5,2,3,
134420,2,1,4,3,5,66,33,5,65,67,1172,3,9,1,3,3,
119481,2,1,1,3,6,104,235,6,8,8,3259,10,14,1,2,3,
139846,2,1,1,3,5,66,968,5,65,67,2673,5,5,1,3,3,
139884,1,1,4,3,17,303,482,17,305,288,1023,5,5,1,4,5,
134138,2,1,1,5,5,213,103,5,210,203,1667,3,9,1,4,3,
117163,1,1,1,1,5,409,67,5,405,441,141,7,62,1,3,3,
143780,2,1,3,3,21,532,99,21,523,464,1596,12,17,1,2,2,
81531,1,1,3,4,22,439,54,25,135,130,1205,4,4,1,2,3,
22649,2,1,3,3,9,18,24,9,18,18,2554,11,30,1,2,3,
59511,1,1,1,1,13,421,59,13,414,383,902,17,31,1,3,3,
116642,1,1,3,3,1,14,259,1,14,14,3049,3,9,1,3,3,
2859,2,1,1,1,8,206,65,8,203,196,1593,12,100,1,2,2,
27991,2,1,4,1,6,10,30,6,10,10,2061,3,19,6,2,2,
68406,1,1,3,3,24,323,19,23,324,370,840,3,45,2,2,3,
56123,1,1,3,3,11,295,130,11,295,279,5884,8,28,1,1,2,
22933,1,1,3,5,9,38,38,9,140,343,699,1,54,1,3,3,
115206,1,1,3,3,8,343,404,8,342,318,793,11,30,1,3,5,
43138,1,1,3,7,15,254,751,15,257,248,1897,7,52,1,4,2,
136946,2,1,4,3,11,530,987,11,522,463,3120,5,42,1,2,2,
66518,2,1,1,5,21,384,87,21,378,352,740,6,6,1,3,3,
