,Gender,TypeofDisability,castecategory,Religion,Candidate State,Candidate District,PartnerName,TC State,TC District,TC Constituency,TC Name,SectorName,JobRole,TotalCandidatesinBatch,Result,Certified,agegroup,EducationLevel,placed
140934,1,1,1,3,23,298,192,22,297,281,3002,6,6,1,4,2,5,2,
105245,2,1,1,5,13,176,84,13,176,167,713,3,38,1,1,1,3,5,
79223,1,1,3,1,4,53,5,4,462,416,2462,1,24,1,1,1,5,4,
66760,2,1,1,3,6,12,56,6,12,12,4353,3,45,1,1,1,3,5,
132139,1,1,4,3,20,113,1530,20,110,174,4748,1,24,1,1,1,3,2,
100352,2,1,1,3,18,331,156,18,329,242,5701,3,9,2,1,1,5,3,
22149,2,1,2,3,16,405,34,16,264,255,1363,9,76,1,4,2,4,2,
42240,1,1,4,1,4,351,276,4,348,324,2720,14,27,1,1,1,2,2,
43527,1,1,3,4,15,195,619,15,192,186,3316,27,126,5,1,1,3,3,
11173,1,1,3,3,4,302,290,4,513,457,1510,4,4,1,1,1,3,5,
100584,1,1,1,1,16,405,34,16,264,255,1363,9,76,1,1,1,3,2,
95668,2,1,3,3,5,43,827,5,44,43,2149,9,13,1,1,1,1,2,
132601,1,1,1,3,21,255,412,21,262,249,827,3,9,1,1,1,3,5,
147169,1,1,1,3,4,347,183,4,345,322,1965,9,13,1,1,1,2,3,
85489,2,1,4,3,6,140,606,6,137,133,1393,6,6,1,1,1,3,2,
54423,1,1,4,3,24,463,38,23,508,453,1631,3,38,1,1,1,2,2,
123873,2,1,3,1,14,446,481,14,440,233,1017,12,17,1,1,1,3,2,
39162,1,1,3,3,8,276,90,8,269,258,926,1,1,1,1,1,3,2,
146102,2,1,3,3,3,69,3,3,68,4,5500,2,15,1,1,1,2,2,
112381,2,1,4,3,15,485,1806,15,477,429,5859,3,45,1,1,1,4,3,
68713,2,1,1,5,9,18,260,9,18,18,505,3,9,1,1,1,3,3,
94412,2,1,1,1,8,587,144,8,275,60,5489,15,32,1,1,1,3,3,
12241,1,1,2,1,8,150,144,8,148,143,2473,5,22,1,1,1,2,3,
42030,2,1,1,3,16,49,51,16,50,49,5265,15,32,1,1,1,3,3,
51900,2,1,1,3,5,42,267,5,43,42,465,3,9,1,1,1,2,5,
98753,1,1,3,3,3,304,705,3,306,54,1742,1,1,1,1,1,4,2,
125947,1,1,3,1,1,190,54,1,14,123,3789,6,6,1,1,1,2,3,
37615,1,1,4,3,14,197,47,14,47,46,48,11,30,1,3,2,3,2,
111064,1,1,3,2,31,603,918,31,598,316,2491,7,47,1,2,2,3,3,
8643,1,1,4,3,13,579,59,13,570,495,2154,17,31,1,1,1,4,3,
63559,1,1,3,3,5,171,67,5,39,162,223,1,1,1,1,1,3,2,
117952,1,1,3,3,3,9,49,3,9,9,2635,7,10,1,1,1,2,2,
131975,2,1,3,4,7,366,808,7,281,458,2068,19,104,1,1,1,2,3,
115601,2,1,3,3,17,584,123,17,592,347,2411,22,57,1,1,1,3,2,
57548,2,1,1,3,8,16,262,8,16,16,6771,12,17,1,1,1,3,2,
12880,2,1,3,3,5,201,650,5,197,190,1557,4,4,3,1,1,4,3,
101448,2,1,1,1,8,315,65,8,209,157,516,3,38,1,1,1,1,2,
60811,2,1,2,1,8,621,915,8,620,423,2476,15,32,1,1,2,2,2,
20322,2,1,3,3,3,158,87,3,280,41,1018,5,48,1,1,1,3,2,
8336,2,1,1,1,6,542,440,6,534,172,1686,5,5,1,1,1,2,3,
9260,1,1,3,3,1,190,259,1,188,1,760,3,9,1,1,1,3,5,
44923,2,1,2,3,21,557,99,21,457,262,1144,12,17,1,1,1,2,2,
149023,1,1,3,3,24,486,542,23,481,501,3263,1,8,1,1,1,6,3,
143567,2,1,3,3,21,458,623,21,452,411,6088,19,104,1,1,1,3,2,
117714,2,1,3,3,3,304,132,3,306,54,171,5,5,1,1,1,3,3,
60138,1,1,1,3,11,583,64,11,575,498,2108,9,35,2,1,1,3,3,
135813,1,1,4,3,6,212,2037,6,208,202,6647,5,42,1,1,1,3,3,
74033,1,1,3,4,5,180,99,6,178,170,429,1,24,1,1,1,4,2,
121958,1,1,3,3,18,55,321,18,55,56,616,1,1,1,1,1,5,5,
23489,2,1,1,3,5,144,81,5,142,138,2964,15,32,1,1,1,3,3,
7106,1,1,2,6,10,636,905,10,635,444,3354,15,32,1,1,1,4,4,
19208,2,1,1,5,11,95,518,11,92,92,3637,3,3,1,1,1,3,3,
51809,2,1,3,1,6,83,45,6,22,22,1611,18,37,1,1,1,5,4,
54324,1,1,3,3,5,101,11,5,190,334,907,2,15,1,1,1,7,5,
95821,2,1,1,3,21,255,142,21,258,249,383,6,86,9,1,1,3,3,
98615,1,1,3,3,5,337,2327,5,97,128,7582,1,1,1,1,1,4,5,
13882,2,1,1,3,11,350,333,11,347,323,2123,3,9,1,3,2,3,2,
55935,2,1,1,3,8,90,45,8,203,196,993,15,32,1,1,1,4,4,
82547,1,1,3,3,14,513,579,14,455,414,1888,1,1,2,1,1,5,2,
100837,2,1,3,3,6,8,33,6,8,8,6529,5,5,1,2,2,4,2,
133481,1,1,1,3,1,190,151,1,188,182,4013,5,42,1,1,1,3,3,
122376,1,1,3,1,4,302,1553,4,513,457,4844,1,24,1,3,2,6,2,
71059,2,1,1,3,16,261,1405,16,431,395,6400,8,28,1,1,1,3,3,
59969,2,1,3,3,5,157,11,5,155,150,202,22,57,1,4,2,3,5,
82713,1,1,3,1,15,223,87,15,221,214,1375,1,59,1,1,1,4,3,
29482,1,1,3,3,3,278,27,3,276,41,1545,11,30,9,1,1,3,3,
112374,2,1,3,3,3,9,49,3,9,9,2635,1,103,1,1,1,4,6,
101747,1,1,1,5,17,64,123,17,63,65,3832,30,133,1,2,2,2,3,
115071,1,1,3,3,5,136,554,5,133,128,1233,5,42,1,1,1,3,5,
72221,1,1,3,3,7,523,74,7,625,267,3527,17,72,1,4,2,3,3,
61122,1,1,3,3,3,124,44,3,120,230,354,3,9,1,1,1,3,5,
105481,1,1,1,3,5,157,426,5,155,150,6876,3,45,6,1,1,3,3,
78200,1,1,1,3,5,259,341,5,179,171,3606,21,53,1,1,1,3,3,
119836,1,1,1,3,6,25,257,6,25,50,2969,7,52,1,1,1,4,2,
146218,2,1,3,5,18,478,534,18,470,206,1177,3,20,1,1,1,3,3,
44515,2,1,3,5,20,61,45,20,61,62,263,9,35,1,2,2,4,3,
146697,2,1,2,1,14,425,45,14,416,385,1414,19,40,1,4,2,4,2,
24768,2,1,3,3,2,422,300,2,369,336,1739,3,38,13,3,2,2,3,
121622,2,1,3,3,4,404,346,4,234,224,1662,2,2,1,4,2,2,2,
144887,2,1,3,1,6,17,343,6,17,17,1817,5,5,1,1,1,3,3,
99612,1,1,1,5,6,12,12,6,12,12,12,7,10,3,1,1,2,3,
105990,1,1,3,3,24,284,87,23,283,269,436,1,24,1,1,1,3,2,
60704,2,1,3,3,13,189,87,13,187,181,917,24,67,1,4,2,4,3,
114645,1,1,4,3,8,220,1480,8,218,85,4582,9,36,1,1,1,3,3,
40336,1,1,3,1,8,339,1293,8,337,204,3963,5,5,1,1,1,2,3,
12177,2,1,4,3,13,123,59,13,119,116,1392,26,119,1,1,1,5,2,
13983,1,1,3,3,7,366,45,7,281,225,2679,1,24,9,1,1,5,2,
69538,1,1,4,3,8,326,65,8,342,318,1319,17,31,1,1,1,2,3,
99263,2,1,3,3,21,522,123,21,512,456,1507,22,57,1,4,2,3,4,
30317,1,1,3,3,4,185,178,4,183,176,254,9,43,1,1,1,3,3,
122784,2,1,4,3,6,131,8,6,128,50,459,4,7,1,1,1,3,3,
95508,1,1,3,5,18,338,534,18,336,206,1177,3,20,1,3,2,3,3,
34165,2,1,3,3,11,295,105,11,295,279,1101,20,109,1,1,1,2,2,
91167,2,1,2,3,1,190,212,1,188,182,2986,3,3,1,1,1,3,2,
67919,1,1,2,3,11,578,135,11,270,260,407,27,146,1,4,2,3,3,
111942,2,1,1,4,1,72,14,1,64,114,496,3,45,5,1,1,3,5,
1805,2,2,3,1,3,124,587,3,120,9,1334,13,85,1,1,1,5,3,
30850,2,1,1,3,11,256,150,11,259,250,4442,3,9,2,1,1,3,3,
111483,2,1,4,3,3,304,59,3,306,54,1054,4,4,1,1,1,3,3,
116979,2,1,4,3,11,350,319,11,347,323,613,5,77,1,1,1,3,3,
42234,1,1,3,4,4,380,1481,4,141,137,5983,1,1,1,1,1,5,3,
92084,1,1,3,3,24,371,19,23,368,213,700,11,16,1,3,2,3,5,
131448,1,1,3,3,1,190,255,1,188,182,814,3,3,1,1,1,2,5,
142380,1,1,3,3,3,169,67,3,167,3,3134,5,5,1,1,1,3,2,
28365,2,1,1,3,5,333,45,5,332,312,575,4,70,1,1,1,3,3,
25717,2,1,1,3,6,8,33,6,12,12,1652,4,7,1,1,1,4,3,
66944,1,1,2,1,6,358,99,6,358,412,782,9,35,2,1,1,2,5,
76049,1,1,4,7,6,131,880,6,128,50,2326,1,1,1,1,1,4,3,
102891,2,1,1,1,6,12,17,6,12,12,3310,15,32,1,1,1,2,3,
72659,2,1,2,1,6,260,99,6,358,412,782,12,17,1,2,2,1,3,
136759,2,1,3,5,5,358,1361,5,115,112,4209,3,93,1,1,1,2,3,
137968,2,1,1,3,23,204,192,22,201,511,2706,3,3,1,1,1,2,3,
78787,2,1,3,3,5,494,114,5,584,502,4382,3,9,2,1,1,3,3,
109214,2,1,1,3,22,119,431,25,116,132,4779,5,5,1,3,2,3,5,
122090,2,1,1,3,5,359,81,5,359,333,4031,15,82,1,1,1,3,2,
104650,1,1,3,4,24,148,19,23,146,306,1595,4,7,5,1,1,2,5,
82924,1,1,3,4,4,489,290,4,480,430,3083,4,4,1,3,2,3,5,
81370,1,1,3,3,12,462,59,12,158,48,399,17,96,1,1,1,4,3,
34500,1,1,1,4,6,12,1853,6,12,12,6022,1,1,1,3,2,4,3,
147401,1,1,3,3,7,13,36,7,13,13,4533,3,9,1,1,1,5,3,
48167,1,1,1,1,5,409,73,5,65,67,2369,25,73,1,3,2,4,5,
69691,1,1,1,3,8,16,878,8,16,16,2321,9,76,1,1,1,3,5,
120981,1,1,1,3,11,183,2216,11,181,175,7183,1,1,6,1,1,2,2,
4434,2,1,3,4,4,112,140,4,109,106,2518,1,24,1,1,1,3,3,
78833,1,1,3,5,1,182,14,1,484,73,1353,5,66,1,1,1,2,5,
61400,2,1,4,3,13,26,8,13,26,261,2539,6,6,1,3,2,3,3,
123487,1,1,3,3,12,172,827,12,553,23,2149,7,11,1,4,2,3,2,
37,2,1,1,1,8,36,37,8,36,36,38,15,26,1,1,1,2,4,
107600,1,1,1,3,6,8,33,6,8,8,123,3,9,1,4,2,5,2,
76456,1,1,3,3,5,109,1328,5,190,184,4079,3,38,1,1,1,1,2,
9920,2,1,1,4,8,477,399,8,469,423,4005,12,113,1,4,2,3,2,
22615,2,1,1,1,9,544,61,23,324,308,546,3,3,1,1,1,2,3,
107879,1,1,3,3,6,47,74,7,281,267,433,7,10,1,1,1,5,2,
130377,1,1,1,1,11,451,609,11,446,92,2717,17,75,1,1,1,2,3,
60474,2,1,3,3,5,126,1816,5,122,119,5891,4,4,1,1,1,3,3,
111876,1,1,3,1,14,425,45,14,416,385,1414,2,2,1,1,1,3,3,
127175,1,1,3,3,9,415,437,9,411,380,884,7,47,1,1,1,5,3,
84035,1,1,1,5,7,373,132,7,126,458,171,8,28,1,1,1,3,3,
63011,2,1,1,3,14,200,54,14,196,189,272,3,3,6,1,1,3,3,
82655,1,1,2,3,6,22,86,6,81,192,709,3,3,3,1,1,4,3,
133224,1,1,4,4,3,9,812,3,9,9,2081,1,1,1,1,1,5,2,
124230,2,1,1,3,14,40,1239,14,455,414,5247,2,2,1,1,1,2,2,
41910,2,1,3,1,11,559,30,11,550,482,1836,4,70,1,3,2,3,3,
20688,2,1,4,3,5,120,147,5,117,91,3283,12,17,1,3,2,3,3,
28074,2,1,1,1,11,141,59,11,138,134,179,4,4,1,1,1,3,3,
116383,2,1,1,1,9,18,38,9,18,18,996,3,9,1,1,1,3,3,
138507,2,1,3,1,23,368,84,22,391,360,2403,3,3,1,1,1,3,3,
116982,1,1,3,3,9,77,334,9,75,211,637,1,24,1,2,2,5,2,
146142,1,1,1,1,17,549,135,17,540,129,2721,1,59,1,1,1,6,2,
115743,2,1,3,1,22,119,54,25,116,113,146,3,38,1,2,2,5,4,
25189,1,1,1,3,4,430,377,4,421,489,5073,4,4,4,1,1,3,3,
48620,1,1,3,3,8,214,81,8,211,204,1845,1,1,1,1,1,4,2,
121985,2,1,1,3,5,359,408,5,359,333,7717,3,9,2,1,1,4,2,
98742,1,1,1,3,8,230,65,8,233,88,339,6,6,1,1,1,3,2,
6806,2,1,3,1,9,596,388,9,588,505,2337,6,81,10,1,1,6,3,
11088,2,1,1,3,8,214,1358,8,231,222,4198,23,63,8,1,1,3,2,
43227,1,1,1,3,6,12,13,6,12,12,4368,7,47,1,1,1,2,3,
68258,2,1,1,3,5,56,103,5,103,100,2984,3,20,1,1,1,2,3,
121957,1,1,3,3,3,52,132,3,53,53,6377,1,1,1,1,1,3,2,
53373,2,1,1,1,8,587,144,8,275,60,5489,15,82,1,1,1,3,3,
144130,1,1,1,3,11,578,703,11,270,260,2010,6,6,1,3,2,2,3,
148937,2,2,4,3,6,527,1487,6,208,202,4595,13,85,1,1,1,3,2,
17622,2,1,4,7,15,195,61,15,192,186,265,3,38,1,1,1,2,3,
39752,2,1,3,1,24,371,19,23,368,213,700,3,9,1,1,1,2,4,
67858,1,1,3,3,3,35,156,3,35,35,4583,7,10,1,1,1,5,2,
56477,2,1,3,3,5,7,45,5,7,7,5230,16,29,1,1,1,3,2,
50829,1,1,1,3,5,66,148,5,65,67,6026,11,30,1,1,1,2,3,
89494,2,2,3,1,6,8,387,6,8,8,4373,13,7,1,1,1,6,3,
137228,2,1,3,1,19,509,65,19,175,61,1663,28,63,1,2,2,6,3,
20697,2,1,4,3,3,357,835,3,357,35,4107,11,16,8,1,1,3,5,
113181,1,1,3,3,13,419,59,13,331,311,891,7,10,1,1,1,3,3,
27212,2,1,1,5,5,271,283,5,219,266,3401,3,20,1,1,1,3,3,
19530,2,1,3,3,12,48,45,12,171,48,957,12,17,9,1,1,3,3,
26803,2,1,4,3,16,668,45,16,264,255,393,18,88,1,1,1,4,3,
55684,2,1,3,3,24,393,19,23,389,285,774,6,81,1,1,1,2,2,
117391,2,1,3,1,24,309,87,23,311,294,501,3,20,1,1,1,2,3,
75694,1,1,4,1,24,519,19,23,389,285,774,6,55,1,1,1,3,3,
72440,1,1,3,3,5,337,421,15,93,45,1028,1,1,1,1,1,5,5,
22383,2,1,2,3,16,261,466,16,431,395,982,15,82,1,1,1,3,3,
126242,2,1,1,5,7,373,30,7,126,13,164,3,3,1,1,1,3,3,
75422,2,1,3,1,18,395,142,18,370,299,1053,12,17,1,4,2,3,3,
105693,1,1,1,3,1,190,255,1,188,1,4164,1,1,1,1,1,4,3,
8644,2,1,3,5,5,126,44,5,43,42,3666,11,30,1,1,1,4,5,
102406,1,1,1,1,5,118,45,5,115,240,893,9,35,1,1,1,2,3,
69735,2,1,1,3,23,555,1444,22,191,447,4484,18,182,1,1,1,4,3,
87094,2,1,1,4,9,415,59,9,411,380,2286,14,27,1,1,1,4,3,
88279,2,1,1,3,5,259,1773,5,179,171,5731,6,81,1,1,1,4,3,
135172,1,1,3,3,6,330,1250,6,189,8,3778,3,9,1,3,2,3,5,
55771,2,1,3,3,12,172,256,3,90,64,438,1,103,1,1,1,2,2,
37041,2,1,1,1,5,365,11,5,364,346,718,22,57,1,1,1,3,5,
32649,1,1,3,4,3,78,133,3,76,6,4159,7,62,1,1,1,2,2,
111673,2,1,3,3,8,16,262,8,16,16,6771,12,17,1,1,1,3,3,
144440,1,1,2,3,6,332,1049,6,137,133,3867,1,1,1,1,1,3,2,
113619,1,1,3,5,12,23,504,12,23,23,1077,1,1,1,1,1,3,3,
80877,1,1,3,3,14,40,40,14,40,40,41,1,1,1,1,1,5,2,
147356,1,1,1,3,6,8,33,6,8,8,2422,4,7,1,1,1,3,2,
55877,2,1,1,1,5,115,1413,5,112,442,5669,5,42,1,1,1,3,2,
104775,2,1,3,4,3,304,59,3,306,54,1054,14,27,1,3,2,3,3,
58390,1,1,3,3,7,366,938,7,281,225,2569,4,4,5,4,2,3,2,
61324,2,1,4,3,6,8,297,6,8,8,6234,3,3,2,1,1,3,2,
21827,1,1,4,3,5,294,283,5,279,266,2547,1,24,1,1,1,2,2,
77988,1,1,1,3,21,532,99,21,523,464,1596,5,5,1,1,1,2,2,
110431,2,1,1,3,14,541,247,14,478,187,1550,24,67,1,1,1,5,2,
47699,2,1,3,3,6,561,1493,6,551,78,6328,4,4,1,1,1,3,2,
83711,2,1,2,3,16,493,34,16,94,436,3126,12,17,1,1,1,4,3,
92980,2,1,3,3,5,144,647,5,7,7,2737,3,9,6,1,1,4,3,
66619,1,1,4,3,1,190,151,1,188,1,4129,4,4,1,1,1,2,2,
72317,2,1,1,5,13,480,626,13,473,344,1453,4,7,1,1,1,4,2,
125276,2,1,3,3,5,151,147,5,149,144,195,3,3,1,1,1,4,3,
135680,1,1,3,3,12,23,1779,12,23,23,5755,9,35,1,1,1,4,5,
13351,2,1,1,3,8,410,11,8,406,374,856,12,17,1,3,2,2,3,
31974,1,1,4,3,3,35,49,3,35,35,2005,6,6,1,1,1,3,5,
86710,1,1,1,5,1,190,1,1,188,182,3376,1,24,1,1,1,3,2,
21482,2,1,3,4,8,149,310,8,147,179,2053,3,9,1,1,1,3,3,
82375,1,1,1,3,11,578,1355,11,270,260,4187,30,99,2,1,1,3,2,
30363,1,1,4,1,7,274,30,7,274,232,420,1,8,1,1,1,7,2,
42862,2,1,4,3,1,190,255,1,14,123,1203,4,7,1,1,1,3,2,
41785,2,2,3,7,15,207,1617,15,239,186,5094,13,6,1,1,1,6,2,
61079,2,1,3,3,6,8,440,6,8,8,3813,3,93,1,1,1,4,3,
53945,1,1,1,7,15,344,681,15,277,216,3389,7,10,1,1,1,5,3,
64247,2,1,3,3,3,62,59,3,398,230,808,3,9,1,1,1,3,3,
143864,2,1,3,1,3,78,480,3,76,6,7475,3,9,1,1,1,3,3,
135190,2,1,1,1,22,121,87,25,572,496,2082,9,102,1,1,1,2,2,
56010,2,1,1,1,8,230,260,8,233,88,4796,5,5,1,1,1,2,2,
71366,2,1,3,3,6,131,189,6,137,133,280,4,7,1,1,1,3,3,
8264,2,1,3,3,19,98,156,19,60,61,1513,3,19,1,3,2,3,2,
39141,1,1,1,1,16,219,135,16,487,210,1274,6,55,1,1,1,2,3,
28412,2,1,3,3,9,568,750,23,324,370,1892,23,63,6,1,1,3,3,
55157,2,1,3,3,14,325,47,14,326,46,552,9,35,1,1,1,1,2,
31486,1,1,3,5,20,283,19,20,113,110,142,6,55,6,1,1,3,3,
116754,2,1,3,5,19,509,65,19,175,61,1663,6,6,1,1,1,2,2,
79315,1,1,3,1,8,270,1858,8,231,222,6037,9,35,1,1,1,4,3,
40018,1,1,2,6,10,20,20,10,20,20,20,1,8,2,1,1,6,3,
34376,1,1,1,3,23,555,45,22,547,494,2745,17,31,16,1,1,4,5,
104443,2,1,1,3,5,120,726,5,117,135,7563,11,79,1,1,1,3,3,
31802,1,1,1,1,7,373,30,7,126,13,164,3,9,1,2,2,1,3,
132898,2,1,3,1,8,149,265,8,147,142,1973,15,32,1,2,2,2,2,
5101,1,1,3,3,6,140,760,6,137,133,2558,1,1,1,1,1,3,2,
97429,2,1,3,4,24,476,19,23,146,285,485,3,45,1,1,1,4,6,
135441,2,1,1,1,3,4,1041,3,4,4,3609,10,25,1,1,1,2,2,
103107,1,1,1,3,23,194,2341,22,191,185,7613,1,1,1,1,1,6,2,
50023,2,1,3,4,4,420,5,4,413,382,5,21,111,1,2,2,2,4,
118604,1,1,3,3,14,513,54,14,455,414,1632,1,1,1,1,1,2,2,
44202,2,1,1,5,23,482,1930,23,146,141,6726,3,20,7,4,2,3,3,
138197,2,1,1,1,5,377,67,5,373,345,141,5,22,1,2,2,2,2,
4451,2,1,3,3,5,171,67,5,39,162,223,1,1,1,1,1,4,2,
69846,1,1,2,4,16,628,142,16,627,329,3146,1,59,1,1,1,2,3,
107287,2,1,1,5,23,403,84,22,400,368,831,5,66,2,1,1,3,5,
83901,2,1,3,5,5,57,61,5,56,57,65,4,7,1,1,1,2,3,
91788,2,1,3,5,3,52,45,12,171,48,957,2,2,8,4,2,3,3,
71730,1,1,3,4,5,226,932,5,227,218,2537,7,11,1,1,1,3,2,
119020,1,1,3,5,20,301,274,20,302,62,3663,3,39,1,1,1,4,3,
54843,1,1,1,3,8,326,663,8,202,33,4017,1,1,1,1,1,7,2,
22941,1,1,1,3,8,300,265,8,147,142,2980,1,1,1,1,1,4,2,
5513,2,1,1,3,5,56,103,5,103,100,2238,3,19,1,4,2,2,2,
3149,2,1,4,2,1,280,781,1,341,317,1994,3,19,1,1,1,4,3,
43514,2,1,3,3,9,386,38,9,38,38,39,2,74,1,1,1,2,3,
79816,2,2,3,1,5,101,1813,5,190,334,5882,13,6,1,1,1,5,5,
26550,2,1,3,1,18,649,359,32,591,355,2396,15,82,1,2,2,2,3,
117606,2,1,3,3,5,56,103,5,103,100,128,3,9,2,1,1,2,3,
42601,1,1,4,1,8,534,49,8,526,466,1912,1,24,1,2,2,5,2,
89647,1,1,4,7,15,96,61,15,93,45,199,30,133,2,3,2,3,2,
94016,1,1,1,3,6,47,1978,6,48,47,6439,3,9,1,1,1,3,3,
10549,2,1,1,3,6,8,33,6,8,8,659,4,7,1,1,1,3,3,
62828,1,1,3,3,5,75,59,3,306,54,1054,9,35,1,3,2,2,2,
98913,1,1,4,3,4,363,498,4,362,337,1246,7,11,1,1,1,4,4,
39439,2,1,3,7,15,207,496,15,239,186,3647,6,6,1,3,2,4,2,
19517,1,1,1,3,21,558,268,21,656,529,1407,10,18,1,1,1,3,1,
2652,2,1,3,3,11,295,130,11,295,279,468,12,17,1,1,1,3,3,
7335,1,1,3,3,15,110,102,15,101,98,2187,1,1,1,1,1,1,2,
43712,1,1,3,4,5,56,597,5,343,320,1372,7,11,1,1,1,5,5,
49674,2,1,1,3,5,359,408,5,359,333,3479,12,17,1,1,1,4,3,
9013,1,1,4,3,15,263,10,15,260,251,3232,1,1,1,1,1,7,3,
41028,2,1,4,1,5,27,99,5,27,27,139,5,5,1,1,1,2,5,
58591,2,1,3,3,24,293,87,23,293,278,461,3,9,1,1,1,4,3,
72478,1,1,3,3,7,366,67,7,281,267,1159,5,5,1,1,1,2,3,
99485,2,1,1,5,21,491,99,21,483,262,2362,9,43,1,1,1,3,3,
51437,1,1,3,1,22,153,14,25,151,243,375,9,35,1,1,1,1,3,
44719,1,1,3,3,3,62,67,12,23,23,114,5,5,1,1,1,4,3,
90944,1,1,1,5,6,25,219,6,25,25,796,9,36,1,1,1,3,3,
86115,2,1,1,3,5,359,341,5,359,333,652,3,9,1,1,1,2,3,
69549,2,1,1,1,11,530,135,17,309,293,499,27,146,14,1,1,2,2,
51944,2,1,1,3,14,374,247,14,325,309,548,12,17,1,3,2,3,2,
80863,2,1,2,3,6,22,45,6,22,22,1611,19,46,6,4,2,2,3,
84332,1,1,3,3,9,614,19,9,613,513,2715,1,59,1,1,1,4,3,
30747,2,1,4,3,8,59,224,8,59,60,5264,15,82,1,1,1,5,2,
121371,2,1,3,3,13,26,84,13,26,26,115,17,31,5,1,1,2,2,
85618,2,1,3,3,11,341,135,11,339,315,593,3,9,1,1,1,2,3,
56875,1,1,3,3,13,122,53,13,118,115,4456,17,31,1,3,2,4,5,
63442,2,1,1,1,11,93,45,11,498,145,1429,19,40,1,3,2,3,3,
43497,2,1,1,5,11,356,54,11,355,330,1970,9,36,1,1,1,4,3,
11540,1,1,1,3,8,276,90,8,269,258,926,1,1,1,1,1,4,3,
51701,1,1,1,1,11,547,30,11,538,472,3332,30,196,1,1,1,3,5,
114185,1,1,1,5,23,248,84,22,251,239,369,4,7,14,4,2,4,3,
103273,1,1,3,1,11,559,830,11,550,188,2155,8,28,1,1,1,4,3,
127262,2,1,1,3,11,244,90,11,246,408,4633,20,51,1,3,2,3,3,
64625,1,1,1,5,1,190,259,1,188,182,445,1,1,9,1,1,4,2,
5584,2,1,3,1,8,205,87,8,502,33,2499,3,19,1,1,2,4,3,
142551,2,1,3,1,22,361,136,25,572,514,2913,5,48,1,1,1,4,6,
80813,1,1,1,1,5,352,1240,5,584,502,5333,1,1,1,1,1,3,3,
47401,2,1,3,2,22,174,744,25,248,238,1873,12,17,1,1,1,3,3,
58322,2,1,1,3,6,260,99,6,263,254,1784,3,20,1,1,1,2,2,
121929,1,1,3,3,3,158,479,3,280,41,1010,11,69,1,1,1,2,3,
111512,2,1,4,3,1,190,54,1,14,123,3789,3,9,1,1,1,4,3,
75813,2,1,1,1,8,276,49,8,269,258,423,12,17,1,1,1,1,2,
77253,2,1,3,3,12,97,67,12,23,58,1102,5,5,1,4,2,4,3,
2862,1,1,3,1,8,276,90,8,269,258,1883,7,10,5,1,1,2,3,
78194,1,1,3,3,5,58,1765,5,58,59,5705,3,9,1,1,1,3,2,
147710,2,1,3,1,5,281,64,5,278,265,430,9,35,1,1,1,2,3,
19137,1,1,1,3,5,171,557,5,39,162,3811,9,35,1,1,1,2,2,
130039,1,1,3,2,23,194,36,22,191,185,6715,1,1,2,1,1,4,5,
123519,1,1,3,3,8,80,1306,8,78,79,4016,1,1,1,1,1,4,3,
82271,1,1,1,1,8,245,11,8,247,237,832,9,35,1,1,1,2,5,
141234,2,1,1,1,5,39,11,5,321,303,531,28,63,1,1,1,6,2,
70270,1,1,3,1,12,48,379,12,171,48,2527,7,11,1,1,1,3,3,
13239,2,1,1,3,8,432,1196,8,422,74,4573,10,105,1,1,1,3,3,
76895,1,1,1,3,6,47,8,6,48,47,2728,4,7,1,1,1,3,3,
1510,1,1,3,1,15,207,214,15,46,186,333,8,28,14,1,2,5,3,
74026,2,1,3,3,4,437,5,4,37,37,5,12,17,1,1,1,7,2,
136476,2,1,4,3,19,98,65,19,94,93,116,12,17,2,1,1,2,2,
89717,1,1,4,3,6,25,187,6,25,25,278,1,1,1,1,1,1,2,
32017,2,1,3,4,24,560,823,23,390,359,2135,6,41,1,3,2,3,3,
46305,2,1,4,3,5,346,103,5,344,321,6144,3,44,2,3,2,4,3,
46405,2,1,3,3,5,144,239,5,142,138,2555,11,16,1,1,1,7,2,
58667,2,1,3,3,3,52,4,3,53,53,57,9,21,1,1,1,4,3,
41572,1,1,1,3,5,126,122,5,122,119,156,4,4,1,1,1,3,3,
51545,1,1,3,1,13,34,84,13,34,34,321,4,4,14,1,1,2,5,
89742,2,1,2,1,14,197,1052,14,47,46,3015,5,42,10,1,1,1,2,
144471,1,1,2,3,16,164,327,16,354,329,2612,5,5,1,1,1,5,5,
93864,1,1,3,2,4,143,290,4,294,377,1521,4,4,9,1,1,2,3,
76675,2,1,1,1,8,206,87,8,334,87,720,18,37,1,1,1,2,3,
103249,2,1,3,3,4,420,5,4,5,5,5,6,41,1,1,1,3,3,
69168,1,1,4,4,3,531,1222,3,130,64,6808,7,10,1,1,1,2,2,
22585,1,1,2,3,14,184,40,14,182,40,3506,9,35,1,1,1,3,3,
45132,1,1,1,3,11,183,45,11,181,175,251,4,4,1,1,1,3,3,
1139,2,1,3,4,3,62,59,3,398,230,808,3,9,1,3,2,3,3,
37198,1,1,3,3,4,430,219,4,421,389,956,6,6,1,1,1,3,6,
52026,1,1,1,1,22,427,87,25,428,392,2033,2,60,1,1,1,4,2,
16462,2,2,4,1,6,131,1592,6,128,50,4996,13,8,1,1,1,2,2,
21919,1,1,1,3,24,560,823,23,390,359,2135,6,41,1,1,1,2,3,
